miRNA
hsa-mir-4500
hsa-mir-4501
hsa-mir-4502
hsa-mir-4503
hsa-mir-4504
hsa-mir-4505
hsa-mir-4506
hsa-mir-4507
hsa-mir-4508
hsa-mir-4510
hsa-mir-4511
hsa-mir-4512
hsa-mir-4513
hsa-mir-4514
hsa-mir-4515
hsa-mir-4516
hsa-mir-4517
hsa-mir-4518
hsa-mir-4519
hsa-mir-451a
hsa-mir-451b
hsa-mir-4521
hsa-mir-4522
hsa-mir-4523
hsa-mir-4525
hsa-mir-4526
hsa-mir-4527
hsa-mir-4528
hsa-mir-4530
hsa-mir-4531
hsa-mir-4532
hsa-mir-4533
hsa-mir-4534
hsa-mir-4535
hsa-mir-4537
hsa-mir-4538
hsa-mir-4539
hsa-mir-4540
hsa-mir-4634
hsa-mir-4635
hsa-mir-4636
hsa-mir-4637
hsa-mir-4641
hsa-mir-4642
hsa-mir-4643
hsa-mir-4644
hsa-mir-4647
hsa-mir-4648
hsa-mir-4651
hsa-mir-4654
hsa-mir-4656
hsa-mir-4657
hsa-mir-4658
hsa-mir-466
hsa-mir-4660
hsa-mir-4662b
hsa-mir-4663
hsa-mir-4666b
hsa-mir-4669
hsa-mir-4672
hsa-mir-4673
hsa-mir-4674
hsa-mir-4675
hsa-mir-4678
hsa-mir-4681
hsa-mir-4682
hsa-mir-4683
hsa-mir-4686
hsa-mir-4688
hsa-mir-4689
hsa-mir-4692
hsa-mir-4696
hsa-mir-4698
hsa-mir-4705
hsa-mir-4706
hsa-mir-4710
hsa-mir-4718
hsa-mir-4719
hsa-mir-4721
hsa-mir-4729
hsa-mir-4730
hsa-mir-4734
hsa-mir-4736
hsa-mir-4737
hsa-mir-4739
hsa-mir-4741
hsa-mir-4744
hsa-mir-4748
hsa-mir-4751
hsa-mir-4752
hsa-mir-4754
hsa-mir-4759
hsa-mir-4765
hsa-mir-4767
hsa-mir-4770
hsa-mir-4775
hsa-mir-4779
hsa-mir-4780
hsa-mir-4784
hsa-mir-4785
hsa-mir-4788
hsa-mir-4791
hsa-mir-4792
hsa-mir-4794
hsa-mir-4801
hsa-mir-4803
hsa-mir-484
hsa-mir-492
hsa-mir-496
hsa-mir-498
hsa-mir-5047
hsa-mir-507
hsa-mir-5087
hsa-mir-5090
hsa-mir-5091
hsa-mir-5092
hsa-mir-5093
hsa-mir-5094
hsa-mir-5095
hsa-mir-5100
hsa-mir-5186
hsa-mir-5188
hsa-mir-518b
hsa-mir-6165
hsa-mir-617
hsa-mir-618
hsa-mir-620
hsa-mir-621
hsa-mir-622
hsa-mir-623
hsa-mir-626
hsa-mir-630
hsa-mir-631
hsa-mir-632
hsa-mir-633
hsa-mir-634
hsa-mir-635
hsa-mir-636
hsa-mir-637
hsa-mir-638
hsa-mir-639
hsa-mir-640
hsa-mir-641
hsa-mir-643
hsa-mir-644a
hsa-mir-645
hsa-mir-646
hsa-mir-647
hsa-mir-648
hsa-mir-650
hsa-mir-657
hsa-mir-658
hsa-mir-661
hsa-mir-662
hsa-mir-663a
hsa-mir-663b
hsa-mir-665
hsa-mir-6745
hsa-mir-6844
hsa-mir-6860
hsa-mir-6863
hsa-mir-711
hsa-mir-7150
